FileName;RockBand-GuitarHero_rb-spreadsheet;Status;Pass;Prefix
vocals_4. Jimi Hendrix - Wait Until Tomorrow.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;4
vocals_4.1 Good Charlotte - Girls & Boys.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;4
vocals_4.2 Katrina and the Waves - Walking on Sunshine.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;4
vocals_4.3 Blink-182 - Aliens Exist.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;4
vocals_4.4 Counting Crows - Accidentally in Love.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;4
vocals_4.5 Elton John - Crocodile Rock.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;4
vocals_4.6 The Zutons - Valerie.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;4
vocals_40 - Cowboys From Hell.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;4
vocals_40 - I Want You To Want Me (Live).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;4
vocals_40 - Santeria.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;4
vocals_40 - We're An American Band.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;4
vocals_40. Lush - De-luxe.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;4
vocals_41 - Walking On Sunshine.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;4
vocals_41. AFI - Girl's Not Grey.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;4
vocals_42 - Caught in a Mosh.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;4
vocals_42 - Stone Cold Crazy.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;4
vocals_42 - The Adventure.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;4
vocals_42. Blondie - One Way or Another.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;4
vocals_43 - Free Bird.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;4
vocals_43 - Lazy Eye.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;4
vocals_43. Bob Dylan - Tangled Up in Blue.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;4
vocals_44 - Hey Man, Nice Shot.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;4
vocals_44 - Space Truckin'.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;4
vocals_44 - The Trooper.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;4
vocals_44 - What I Got.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;4
vocals_44. The Replacements - Alex Chilton.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;4
vocals_45 - Fascination.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;4
vocals_45 - Raining Blood.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;4
vocals_45. Pearl Jam - Alive.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;4
vocals_46 - Rebel Yell.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;4
vocals_46. Jimmy Eat World - The Middle.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;4
vocals_47 - Beast and the Harlot.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;4
vocals_47 - Don't Speak.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;4
vocals_47 - The Wind Cries Mary.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;4
vocals_48 - American Woman.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;4
vocals_48 - Through the Fire and Flames.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;4
vocals_48. The Sterns - Supreme Girl.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;4
vocals_49 - Feel the Pain.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;4
vocals_49 - In the Meantime.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;4
vocals_49. Disturbed - Down with the Sickness.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;4
