FileName;RockBand-GuitarHero_rb-spreadsheet;Status;Pass;Prefix
vocals_7. Jimi Hendrix - If 16 Was 9.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;7
vocals_7.1 The Automatic - Monster.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;7
vocals_7.2 Everlife - Real Wild Child.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;7
vocals_7.3 Spinal Tap - Short & Sweet.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;7
vocals_7.4 Sum 41 - In Too Deep.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;7
vocals_7.5 The Jimi Hendrix Experience - Fire.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;7
vocals_7.6 Europe - The Final Countdown.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;7
vocals_7.7 Carl Douglas - Kung Fu Fighting.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;7
vocals_70. System of a Down - Chop Suey.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;7
vocals_71 - Crazy Train.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;7
vocals_71. Guns N' Roses - Shackler's Revenge.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;7
vocals_72 - 2 Minutes to Midnight.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;7
vocals_72. Avenged Sevenfold - Almost Easy.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;7
vocals_73. Tenacious D - Master Exploder.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;7
vocals_74 - Scream Aim Fire.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;7
vocals_75. Breaking Wheel - Shoulder to the Plow.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;7
vocals_76 - The Spirit of Radio (Live).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;7
vocals_76. Anarchy Club - Get Clean.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;7
vocals_77. Mastodon - Colony of Birchmen.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;7
vocals_78 - Stranglehold.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;7
vocals_78. Megadeath - Peace Sells.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;7
vocals_79 - B.Y.O.B.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;7
vocals_79. Testament - Souls of Black.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;7
