FileName;RockBand-GuitarHero_rb-spreadsheet;Status;Pass;Prefix
vocals_5. Jimi Hendrix - Ain't No Telling.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;5
vocals_5.1 The Primitives - Crash.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;5
vocals_5.2 Incubus - Dig.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;5
vocals_5.3 Steve Harley - Make Me Smile (Come Up and See Me).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;5
vocals_5.4 Supergrass - Grace.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;5
vocals_5.5 Vampire Weekend - A-Punk.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;5
vocals_5.6 T. Rex - Ride a White Swan.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;5
vocals_5.7 Razorlight - Stumble and Fall.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;5
vocals_50 - Hands Down.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;5
vocals_50 - Spiderwebs.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;5
vocals_50. Rise Against - Give it All.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;5
vocals_51 - Kung Fu Fighting.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;5
vocals_51 - Misery Business.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;5
vocals_51 - Under Pressure.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;5
vocals_51. The Mighty Mighty Bosstones - Where'd You Go.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;5
vocals_52 - No Sleep Till Brooklyn.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;5
vocals_52 - Ring of Fire.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;5
vocals_52. The Offspring - Come Out and Play (Keep 'Em Separated).wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;5
vocals_53 - Love Me Two Times.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;5
vocals_53. Foo Fighters - Everlong.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;5
vocals_54 - Medicate.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;5
vocals_54. The Who - Pinball Wizerd.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;5
vocals_55 - Heartbreaker.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;5
vocals_55. That Handsome Devil - Rob the Prez-O-Dent.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;5
vocals_56. Rage Against the Machine - Testify.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;5
vocals_57. Devo - Uncontrollable Urge.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;5
vocals_58. Journey - Any Way You Want It.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;5
vocals_59 - Just A Girl.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;5
vocals_59 - One Big Holiday.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;5
vocals_59 - Sweet Home Alabama (Live).wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;5
vocals_59. Ratt - Round and Round.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;5
