FileName;RockBand-GuitarHero_rb-spreadsheet;Status;Pass;Prefix
vocals_3 Doors Down - Here Without You (RockBand).wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;3
vocals_3. Jimi Hendrix - Spanish Castle Magic.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;3
vocals_3.1 The Hives - Tick Tick Boom.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;3
vocals_3.2 Lostprophets - Rooftops (A Liberation Broadcast).wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;3
vocals_3.3 The Police - Every Little Thing She Does Is Magic.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;3
vocals_3.4 Foo Fighters - Breakout.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;3
vocals_3.5 Iggy Pop - The Passenger.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;3
vocals_3.6 KoRn - Word Up.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;3
vocals_30 - Laid to Rest.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;3
vocals_30 - Ocean Avenue.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;3
vocals_30 - The Middle.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;3
vocals_30 - Tuesday's Gone.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;3
vocals_30 Seconds to Mars - Attack.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;3
vocals_30 Seconds to Mars - Closer to the Edge.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;3
vocals_30 Seconds to Mars - Kings and Queens.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;3
vocals_30 Seconds To Mars - This Is War.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;3
vocals_30. Speck - Conventional Lover.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;3
vocals_31 - Hungry Like the Wolf.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;3
vocals_31 - Our Truth.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;3
vocals_31. The Main Drag - A Jagged Gorgeous Winter.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;3
vocals_311 - Amber.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;3
vocals_311 - Beautiful Disaster.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;3
vocals_32 - Dancing With Myself.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;3
vocals_32 - The Boys Are Back In Town.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;3
vocals_32. Joan Jett - Bad Reputation.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;3
vocals_33 - Cult of Personality.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;3
vocals_33 - Sex On Fire.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;3
vocals_33 - The Kill.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;3
vocals_33. Elvis Costello - Pump It Up.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;3
vocals_34 - Lonely Is the Night.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;3
vocals_34 - Stop!.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;3
vocals_34. Alanis Morissette - You Outta Know.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;3
vocals_35 - Battery.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;3
vocals_35 - Dammit.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;3
vocals_35 - Ex-Girlfriend.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;3
vocals_35. Fleetwood Mac - Go Your Own Way.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;3
vocals_36 - Bark at the Moon.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;3
vocals_36 - Runnin' Down a Dream.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;3
vocals_36. The Libyans - Welcome to the Neighborhood.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;3
vocals_37 - Everlong.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;3
vocals_37. Interpol - PDA.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;3
vocals_38 - In A Big Country.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;3
vocals_38 - Killing in the Name.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;3
vocals_38 - Painkiller.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;3
vocals_38 Special - Hold On Loosely.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;3
vocals_39 - Barracuda.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;3
vocals_39 - Paralyzer.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;3
vocals_39. Bon Jovi - Livin' on a Prayer.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;3
