FileName;RockBand-GuitarHero_rb-spreadsheet;Status;Pass;Prefix
vocals_01 - Heart-Shaped Box.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_01 - Pretty Fly (For a White Guy).wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_01 - They Say.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_01 - What I've Done.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_01 Code Monkey.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_01- My Frailty.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_01. ACDC - Thunderstruck (Live).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_01. Debaser.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_01. Dr. Feelgood.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_01. Good Times Roll.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_01. Green Day - Know Your Enemy.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_01. Guns N' Roses - Chinese Democracy.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_01. Just a Girl.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_01. More Than A Feeling.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_01. Pearl Jam - Once.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_01. Purple Haze.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_01. Survivor - Eye of the Tiger.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_01. The Clash - London Calling.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_01. The Power of Equality.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_01. Tom Sawyer (Original Version).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_01. Wake Up Dead.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_01.02. Judas Priest - The Hellion-Electric Eye.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_02 - About a Girl (Unplugged).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_02 - Do You Really Want To Hurt Me.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_02 - I Love Rock and Roll.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_02 - Runnin' With the Devil.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_02 - Song 2.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_02- Your Troubles Will Cease and Fortune Will Smile Upon You.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_02. ACDC - Shoot to Thrill (Live).wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_02. Green Day - Viva La Gloria!.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_02. Hangar 18.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_02. If You Have to Ask.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_02. It's My Life.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_02. John Lennon -  Crippled Inside.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_02. Manic Depression.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_02. Modest Mouse - Float On.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_02. Monkey Wrench.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_02. My Best Friend's Girl.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_02. Norwegian Wood (This Bird Has Flown).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_02. Peace of Mind.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_02. Pearl Jam - Evenflow.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_02. Red Barchetta.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_02. Slice of Your Pie.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_02. The Clash - Brand New Cadillac.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_02. The Conjuring.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_03 - More Than a Feeling.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_03 - The One I Love.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_03- Pendulum.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_03. ACDC - Back in Black (Live).wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_03. Breaking the Girl.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_03. Green Day - Christian's Inferno.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_03. Guns N' Roses - Better.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_03. Hey Baby.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_03. Hey Joe (Live).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_03. Hey Johnny Park.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_03. John Lennon -  Jealous Guy.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_03. Judas Priest - Riding on the Wind.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_03. Just What I Needed.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_03. Maxwells Silver Hammer.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_03. Rattlesnake Shake.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_03. Smashing Pumpkins - Today.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_03. Take No Prisoners.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_03. The Clash - Jimmy Jazz.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_03. You Won't See Me.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_04 - Band on the Run.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_04 - Du Hast.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_04 - No Excuses.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_04 Mandelbrot Set.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_04. ACDC - Hell Ain't a Bad Place to Be (Live).wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_04. Bathwater.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_04. Devil's Island.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_04. Duran Duran - Hungry Like A Wolf.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_04. Five Magics.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_04. Funky Monks.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_04. Green Day - East Jesus Nowhere.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_04. Guns N' Roses - Street of Dreams.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
